Country Name,Country Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009
"Hong Kong SAR, China",HKG,66.9997073171,67.5793658537,68.130097561,68.6434390244,69.1183658537,69.5553902439,69.9614878049,70.3466097561,70.7202439024,71.0878536585,71.4524390244,71.4585365854,71.456097561,72.1097560976,72.612195122,73.3682926829,72.8195121951,73.3195121951,73.5756097561,73.6731707317,74.6731707317,75.3243902439,75.4292682927,75.2756097561,76.0292682927,76.4341463415,76.6853658537,76.8829268293,77.0829268293,77.0292682927,77.3804878049,77.8829268293,77.6780487805,78.0317073171,78.5292682927,78.6829268293,79.6268292683,80.1268292683,80.1317073171,80.3829268293,80.8780487805,81.4243902439,81.4780487805,81.3292682927,81.7804878049,81.5804878049,82.3756097561,82.3756097561,82.3397560976,82.7243902439
Hungary,HUN,68.0031707317,68.936097561,67.8658536585,68.8741463415,69.3809756098,69.0712195122,69.8224390244,69.4070731707,69.2302439024,69.3146341463,69.1646341463,69.0524390244,69.6646341463,69.5180487805,69.2480487805,69.29,69.5731707317,69.8480487805,69.393902439,69.6153658537,69.0617073171,69.1392682927,69.357804878,68.9736585366,69.0258536585,68.972195122,69.1734146341,69.6512195122,70.0234146341,69.4617073171,69.3156097561,69.3770731707,69.1170731707,69.1012195122,69.4697560976,69.7917073171,70.3287804878,70.7024390244,70.557804878,70.6770731707,71.2463414634,72.2487804878,72.3487804878,72.3,72.6487804878,72.6487804878,73.0975609756,73.1512195122,73.7024390244,73.9048780488
Iceland,ISL,73.4267073171,73.495,73.5418536585,73.5732926829,73.5958292683,73.612902439,73.6238780488,73.634195122,73.6532926829,73.6912439024,73.7731463415,73.9227073171,74.1490731707,74.4478292683,74.8069756098,75.1988780488,75.5878780488,75.9402926829,76.2330243902,76.4561219512,76.6127804878,76.7202682927,76.807804878,76.899,77.0063170732,77.138097561,77.2960731707,77.4724390244,77.6579756098,77.8490731707,78.0327317073,78.1965121951,78.335097561,78.4476829268,78.5428292683,78.637097561,78.7540243902,78.9116097561,79.1182926829,79.3725609756,79.6608536585,80.1,80.4487804878,80.6585365854,80.9073170732,81.1024390244,81.156097561,81.1073170732,81.2585365854,81.456097561
India,IND,42.4455853659,43.0957073171,43.7577560976,44.4287560976,45.1082195122,45.7901707317,46.4716341463,47.1486097561,47.8195365854,48.4839268293,49.1476341463,49.820097561,50.5047317073,51.1985609756,51.8961463415,52.5806097561,53.2365853659,53.8482195122,54.4056585366,54.9049268293,55.3470731707,55.7375853659,56.0903658537,56.4197560976,56.7326585366,57.0319268293,57.3173658537,57.5884390244,57.847097561,58.0993902439,58.3528536585,58.6156829268,58.8925121951,59.1864878049,59.4991707317,59.8315609756,60.1786097561,60.5357317073,60.8953414634,61.2558780488,61.6138780488,61.9687804878,62.3211219512,62.6709512195,63.0193170732,63.3672439024,63.716804878,64.0685365854,64.4229512195,64.7785609756
Indonesia,IDN,45.0732682927,45.8273658537,46.5567073171,47.2617560976,47.9435365854,48.6076585366,49.2582439024,49.9034390244,50.5468536585,51.1890243902,51.8299756098,52.4671463415,53.0944390244,53.708804878,54.3071707317,54.8905365854,55.4574146341,56.0097804878,56.5497073171,57.0761463415,57.5911219512,58.0936097561,58.584097561,59.0631219512,59.5306341463,59.9866585366,60.431195122,60.8652195122,61.2882682927,61.700804878,62.1038536585,62.496902439,62.8804634146,63.2545365854,63.6206097561,63.9777073171,64.327804878,64.6694390244,65.0035609756,65.3307073171,65.6463658537,65.9490731707,66.237804878,66.5165365854,66.7912439024,67.0733658537,67.3768292683,67.7095853659,68.0751463415,68.4709756098
"Iran, Islamic Rep.",IRN,44.5774390244,45.340804878,46.0850731707,46.8112682927,47.5189756098,48.2023414634,48.8555609756,49.4762195122,50.0688292683,50.641902439,51.2456829268,51.9446585366,52.7490487805,53.6267073171,54.5114146341,55.2263658537,55.5519512195,55.3815609756,54.71,53.6256097561,52.3442439024,51.154902439,50.3404146341,50.1057560976,50.5314390244,51.635097561,53.3405609756,55.4142195122,57.6270731707,59.8407073171,61.9104634146,63.7254878049,65.2640487805,66.5198536585,67.4774878049,68.1544634146,68.603195122,68.9196585366,69.1880243902,69.4518292683,69.7396585366,70.0585365854,70.3867804878,70.7073902439,71.0224634146,71.333097561,71.6384634146,71.9346341463,72.2196585366,72.4920731707
Iraq,IRQ,48.8539268293,49.9329268293,50.9767560976,51.983902439,52.949902439,53.8707804878,54.7395853659,55.5559268293,56.3164390244,57.0212195122,57.6951219512,58.372195122,59.0554390244,59.7204634146,60.3228780488,60.7249512195,60.7581463415,60.36,59.5591463415,58.4581219512,57.2847073171,56.3282195122,55.8321219512,55.9501707317,56.7224146341,58.1053170732,59.960195122,62.0253658537,64.0624878049,65.9364146341,67.534195122,68.7992682927,69.7719268293,70.496097561,70.9761707317,71.2347073171,71.3117804878,71.2642439024,71.1406585366,70.9688780488,70.7434878049,70.4345853659,70.0258780488,69.526097561,68.9787804878,68.4636341463,68.071804878,67.8640731707,67.8711219512,68.0915121951
Ireland,IRL,69.6917560976,69.9041219512,70.0879756098,70.249804878,70.3945853659,70.5252926829,70.6414146341,70.7435121951,70.8330731707,70.9151219512,70.9962195122,71.0813658537,71.1745853659,71.2808780488,71.4032926829,71.5462926829,71.7128780488,71.9000487805,72.1047560976,72.3230243902,72.5493658537,72.7777804878,73.0037804878,73.2223902439,73.4345853659,73.640902439,73.848804878,74.0633170732,74.2864390244,74.5156097561,74.7413170732,74.9505365854,75.1362439024,75.2964390244,75.4376341463,75.5708536585,75.7853658537,75.9697560976,76.1953658537,76.0736585366,76.5407317073,77.1397560976,77.6365853659,77.9175609756,78.1985365854,78.4795121951,78.7604878049,79.0414634146,79.1414634146,79.5
Isle of Man,IMN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.5292682927,,,,,,,,77.9658536585,,,,,,,
Israel,ISR,,72.0065853659,72.112195122,,,,72.2856097561,71.5097560976,71.0565853659,70.9704878049,71.2134146341,71.7190243902,71.0780487805,71.6934146341,71.6617073171,72.0451219512,72.956097561,72.9585365854,73.2073170732,73.5073170732,73.8756097561,74.2609756098,74.1097560976,74.4585365854,74.8073170732,75.2073170732,74.956097561,75.2585365854,74.4365853659,76.3073170732,76.6073170732,76.7585365854,76.5048780488,77.1536585366,77.4024390244,77.4512195122,78.1048780488,78,78.1487804878,78.6585365854,78.9536585366,79.4073170732,79.4512195122,79.6487804878,80.1463414634,80.1512195122,80.3048780488,80.6048780488,81.0024390244,81.5536585366
Italy,ITA,69.123902439,69.7602439024,69.1497560976,69.2480487805,70.3117073171,70.1717073171,70.926097561,70.9565853659,70.78,70.8119512195,71.5587804878,71.8068292683,72.0753658537,72.0263414634,72.7343902439,72.6473170732,72.9919512195,73.3646341463,73.6931707317,74.0026829268,73.9431707317,74.353902439,74.8146341463,74.6402439024,75.3895121951,75.4953658537,75.8107317073,76.2251219512,76.4056097561,76.8048780488,76.8590243902,76.8780487805,77.237804878,77.51,77.7497560976,78.0143902439,78.3319512195,78.6285365854,78.4268292683,78.8268292683,79.4268292683,79.8292682927,79.9780487805,79.9317073171,80.7292682927,80.5804878049,81.1317073171,81.2853658537,81.3853658537,81.4365853659
Jamaica,JAM,64.1918292683,64.7592195122,65.2797804878,65.754,66.1878536585,66.5848292683,66.9498292683,67.2888536585,67.6063414634,67.9067560976,68.1910487805,68.4577073171,68.7057317073,68.9351463415,69.1494634146,69.3587317073,69.5725121951,69.7953414634,70.0262195122,70.2601463415,70.4855365854,70.6883414634,70.854,70.9734146341,71.0425609756,71.0593658537,71.0263170732,70.9564390244,70.862804878,70.7555121951,70.6456341463,70.538804878,70.4415853659,70.359097561,70.2983902439,70.2634634146,70.2552682927,70.2712926829,70.3109512195,70.3762682927,70.4722926829,70.6056097561,70.7762439024,70.982195122,71.2184390244,71.4794146341,71.7560731707,72.040804878,72.3230243902,72.5946585366
Japan,JPN,67.666097561,68.31,68.5948780488,69.6580487805,70.1324390244,70.2019512195,70.9865853659,71.2765853659,71.6112195122,71.8387804878,71.9502439024,72.8829268293,73.5065853659,73.7575609756,74.393902439,75.0573170732,75.4568292683,75.8982926829,76.0382926829,76.3375609756,76.0917073171,76.4143902439,76.9229268293,76.9614634146,77.3653658537,77.6504878049,78.0646341463,78.4836585366,78.3992682927,78.8180487805,78.8368292683,79.1007317073,79.153902439,79.2936585366,79.6870731707,79.5363414634,80.2002439024,80.4241463415,80.5014634146,80.5707317073,81.076097561,81.4170731707,81.5634146341,81.76,82.0302439024,81.9251219512,82.3219512195,82.5070731707,82.5875609756,82.9314634146
Jordan,JOR,53.8540487805,54.5577804878,55.2555609756,55.952902439,56.6522682927,57.3571707317,58.068097561,58.7840731707,59.5006097561,60.2162195122,60.927902439,61.6336585366,62.33,63.0123902439,63.6753902439,64.3139512195,64.9226097561,65.5008536585,66.0467073171,66.5586829268,67.0367804878,67.4825609756,67.8975121951,68.2876341463,68.6533902439,68.9977560976,69.3221707317,69.6275853659,69.9139512195,70.1832682927,70.4345121951,70.6672195122,70.8804146341,71.0741219512,71.2508292683,71.4124878049,71.561097561,71.6986097561,71.8290243902,71.9533170732,72.0750243902,72.1926585366,72.3077804878,72.4203658537,72.5314634146,72.6450243902,72.7635121951,72.8869268293,73.0162195122,73.1509512195
Kazakhstan,KAZ,58.3035609756,58.7155609756,59.1315609756,59.5495609756,59.9655609756,60.3775609756,60.7795609756,61.1655609756,61.5335609756,61.8795609756,62.1975609756,62.4845609756,62.7415609756,62.9765609756,63.1935609756,63.4055365854,63.6214390244,63.8522926829,64.103097561,64.3779512195,66.6243902439,66.706097561,66.787804878,67.662195122,68.5365853659,68.5365853659,68.9134146341,69.2902439024,68.8487804878,68.2902439024,68.3365853659,67.9829268293,67.7317073171,66.7268292683,65.6731707317,64.9195121951,64.1097560976,64.4634146341,64.5609756098,65.5195121951,65.5170731707,65.7682926829,65.9682926829,65.8658536585,65.887804878,65.9097560976,66.1609756098,66.5048780488,67.0219512195,68.4292682927
Kenya,KEN,46.3624146341,47.013,47.6522439024,48.2697560976,48.8605853659,49.4287560976,49.9816829268,50.5332439024,51.0918536585,51.6609756098,52.2365853659,52.8142439024,53.3859512195,53.9457560976,54.4921463415,55.0311219512,55.5726829268,56.120804878,56.6719512195,57.2165853659,57.7401707317,58.2286585366,58.6625121951,59.0272682927,59.3103902439,59.5099268293,59.6303414634,59.6787317073,59.6561463415,59.5526829268,59.3399512195,58.9795853659,58.4631219512,57.7995853659,57.0174634146,56.1492195122,55.2363170732,54.3371219512,53.5119756098,52.8132195122,52.2996341463,52.0180731707,51.9659512195,52.1272439024,52.4839268293,53.0095609756,53.662195122,54.3860243902,55.1242195122,55.8393658537
Kiribati,KIR,,,,,,,,,,,,,,,,,,,,,,,51.9048780488,,,,,54.6951219512,,,,,58.1951219512,,,59.4390243902,,60.4390243902,,,59.5365853659,,62.8243902439,,,60.9487804878,,,,
"Korea, Dem. Rep.",PRK,55.2211707317,55.7175853659,56.217804878,56.7392439024,57.2963658537,57.9020731707,58.564804878,59.2750487805,60.019902439,60.7909512195,61.5753414634,62.3602195122,63.1322195122,63.8760243902,64.5797317073,65.2314390244,65.8242195122,66.3624878049,66.8511707317,67.2932195122,67.6986341463,68.082902439,68.4544390244,68.8146097561,69.1592439024,69.4930731707,69.8172926829,70.114804878,70.3551219512,70.5028292683,70.4662682927,70.1393170732,69.4963414634,68.5706097561,67.4401707317,66.271902439,65.2720731707,64.601804878,64.3568292683,64.5495609756,65.1105121951,65.8982682927,66.7150731707,67.4055853659,67.9053658537,68.1954878049,68.3080243902,68.3409268293,68.374097561,68.4323902439
"Korea, Rep.",KOR,52.9987317073,53.7346829268,54.4830731707,55.2453902439,56.0216341463,56.8217560976,57.6582195122,58.5300243902,59.4276829268,60.3317317073,61.2072682927,62.4436585366,62.8365853659,63.2295121951,63.5926829268,63.9558536585,64.3017073171,64.6475609756,64.971097561,65.2946341463,65.8019512195,66.3092682927,66.7742682927,67.2392682927,67.886097561,68.5329268293,69.171097561,69.8092682927,70.3343902439,70.8595121951,71.2948780488,71.7302439024,72.206097561,72.6819512195,73.0381707317,73.3943902439,73.821097561,74.247804878,74.8106097561,75.3734146341,75.8554878049,76.3375609756,76.823902439,77.2602439024,77.8465853659,78.4326829268,78.9692682927,79.3495121951,79.8326829268,80.2973170732
Kosovo,KSV,,,,,,,,,,,,,,,,,,,,,,65.9326829268,66.1626829268,66.3826829268,66.597804878,66.8129268293,67.0180487805,67.2131707317,67.3982926829,67.5785365854,67.7587804878,67.9290243902,68.0892682927,68.2495121951,68.4,68.5451219512,68.6856097561,68.8209756098,68.9512195122,66.9512195122,67.9512195122,67.9475609756,67.9387804878,68.1895121951,68.4402439024,68.6909756098,68.9368292683,69.1824390244,69.4180487805,69.6487804878
Kuwait,KWT,61.4006829268,62.0518292683,62.6799756098,63.2836097561,63.8632439024,64.4188780488,64.949,65.4546341463,65.935804878,66.3945365854,66.8323658537,67.2523170732,67.6563902439,68.0461219512,68.4235121951,68.7905609756,69.1467804878,69.4926341463,69.8265853659,70.148097561,70.4567073171,70.7508292683,71.0304878049,71.2941463415,71.5412926829,71.7718780488,71.984902439,72.1808780488,72.3617804878,72.528097561,72.6818536585,72.8225365854,72.9526585366,73.0737317073,73.1872439024,73.2942195122,73.3956585366,73.4910487805,73.5823902439,73.6697073171,73.7524878049,73.8307804878,73.9035609756,73.9738292683,74.0425853659,74.1132926829,74.191902439,74.279902439,74.3782926829,74.4875609756
Kyrgyz Republic,KGZ,56.1123414634,56.5483414634,56.9863414634,57.4263414634,57.8653414634,58.2973414634,58.7193414634,59.1263414634,59.5143414634,59.8813414634,60.2213414634,60.5303414634,60.8103414634,61.0663414634,61.3053414634,61.5363170732,61.7677317073,62.0095853659,62.269902439,62.5532439024,62.8702439024,63.2290487805,63.6237317073,64.0422682927,64.4696341463,64.8821219512,65.2545121951,65.5676097561,65.8097804878,67.9073170732,68.2975609756,68.5512195122,68.1024390244,67.1926829268,66.0390243902,65.7902439024,66.543902439,66.8926829268,67.0512195122,67.0024390244,68.5585365854,68.7073170732,68.1073170732,68.256097561,68.1536585366,67.956097561,67.6951219512,67.8951219512,68.4512195122,69.1024390244
Lao PDR,LAO,43.9777317073,44.1842926829,44.3913658537,44.5979512195,44.8050487805,45.0111463415,45.2157317073,45.4183170732,45.6203902439,45.8244634146,46.0325365854,46.2486585366,46.4748292683,46.7140731707,46.9683170732,47.2365365854,47.5161707317,47.8056585366,48.1074878049,48.4241707317,48.7622195122,49.1267073171,49.5226829268,49.9567073171,50.4327804878,50.9574146341,51.5365609756,52.1676829268,52.8442682927,53.5602682927,54.3082195122,55.0806097561,55.8664878049,56.6543658537,57.4307560976,58.1821463415,58.8955853659,59.5695609756,60.2065609756,60.8110731707,61.3946097561,61.9781707317,62.5752439024,63.1923170732,63.8258536585,64.4622682927,65.0805121951,65.6595609756,66.1843902439,66.6515121951
Latvia,LVA,69.7868292683,70.0324390244,69.4304878049,69.8290243902,71.0280487805,70.7265853659,70.7073170732,70.393902439,70.0429268293,69.7968292683,69.8353658537,70.1646341463,69.8787804878,69.8134146341,69.7409756098,68.9253658537,69.047804878,69.1046341463,68.987804878,68.4956097561,68.8085365854,68.7863414634,69.3282926829,69.1190243902,69.1629268293,69.2914634146,70.6224390244,70.6929268293,70.6153658537,70.1553658537,69.2731707317,69.0324390244,68.396097561,66.7226829268,65.6643902439,66.3912195122,68.7765853659,69.3492682927,69.012195122,69.7429268293,70.3146341463,70.7609756098,70.9609756098,71.2658536585,72.0268292683,71.356097561,70.8658536585,71.0195121951,72.4195121951,73.0804878049
Lebanon,LBN,60.9993414634,61.4943658537,61.9509512195,62.3720487805,62.7621707317,63.128804878,63.4799268293,63.8185365854,64.148097561,64.468097561,64.7725365854,65.0518536585,65.2990731707,65.511195122,65.6907560976,65.8452926829,65.9838536585,66.1184634146,66.2586585366,66.4099756098,66.5743902439,66.7488536585,66.9278536585,67.1083902439,67.2909756098,67.4817073171,67.6866829268,67.9094634146,68.1510487805,68.4069268293,68.6720243902,68.9362195122,69.1904390244,69.4275121951,69.6444146341,69.8400731707,70.0154878049,70.177195122,70.3317560976,70.4836829268,70.6370243902,70.7953170732,70.9590731707,71.1293414634,71.3066585366,71.4895121951,71.6764146341,71.8628536585,72.0473170732,72.2297804878
Lesotho,LSO,46.5009512195,46.9849756098,47.3924878049,47.7164878049,47.9614878049,48.1404878049,48.273,48.3900731707,48.5211707317,48.684804878,48.8984634146,49.1701219512,49.4942682927,49.8653902439,50.2839512195,50.7529756098,51.2734146341,51.8383170732,52.4336585366,53.0474634146,53.6587317073,54.2439756098,54.7937073171,55.3014390244,55.7686585366,56.2383414634,56.7723902439,57.3918292683,58.0727073171,58.7561463415,59.3268536585,59.642,59.5982682927,59.1357804878,58.2461219512,56.9378780488,55.2516097561,53.3281707317,51.3218292683,49.3578292683,47.5863658537,46.1355853659,45.0547804878,44.3637560976,44.075902439,44.1711707317,44.5901219512,45.2150243902,45.9315609756,46.6693658537
Liberia,LBR,37.6482682927,38.0174634146,38.3846585366,38.7503414634,39.1145121951,39.478195122,39.8434390244,40.2097317073,40.5765853659,40.9434878049,41.3114146341,41.6853414634,42.0617317073,42.4340487805,42.7902682927,43.1158780488,43.3923902439,43.6087804878,43.7576097561,43.8373902439,43.8481707317,43.7965365854,43.6984878049,43.5695609756,43.4202439024,43.2535121951,43.0683414634,42.8656585366,42.6559268293,42.4556341463,42.276804878,42.1279512195,42.0236097561,41.987804878,42.0485853659,42.247,42.6270731707,43.1993414634,43.9587560976,44.8887560976,45.9643170732,47.1488292683,48.3872195122,49.6259268293,50.8233658537,51.9430243902,52.9628292683,53.8888536585,54.7276341463,55.479195122
Libya,LBY,46.6787317073,47.1752195122,47.6686829268,48.160097561,48.6494634146,49.1322682927,49.6000243902,50.0557560976,50.5074634146,50.9696829268,51.4664390244,52.0247560976,52.6626097561,53.3880243902,54.2004878049,55.093,56.0490487805,57.0401219512,58.0401707317,59.0341463415,60.0124634146,60.9770487805,61.9303414634,62.8713658537,63.7896585366,64.6663170732,65.4834390244,66.2321707317,66.9110731707,67.522195122,68.0800243902,68.605,69.1180243902,69.6310487805,70.1460731707,70.6531219512,71.1337804878,71.568097561,71.9441219512,72.2628536585,72.5307560976,72.762804878,72.9769268293,73.1895609756,73.407195122,73.6352926829,73.8693658537,74.1029268293,74.329,74.5455609756
Liechtenstein,LIE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithuania,LTU,69.8473170732,70.1026829268,69.0953658537,70.2043902439,71.5090243902,71.3251219512,71.5202439024,71.603902439,71.3136585366,70.9285365854,70.8043902439,71.7353658537,71.0246341463,71.332195122,71.2441463415,70.8673170732,70.9580487805,70.8095121951,70.6046341463,70.482195122,70.482195122,70.4607317073,70.8368292683,70.777804878,70.32,70.5012195122,72.0807317073,71.9346341463,71.762195122,71.4253658537,71.1607317073,70.3641463415,70.2343902439,68.9104878049,68.5302439024,69.0063414634,70.1080487805,70.9090243902,71.2195121951,71.5707317073,72.0195121951,71.6585365854,71.7609756098,72.0609756098,71.9609756098,71.2536585366,71.056097561,70.9,71.812195122,72.9146341463
Luxembourg,LUX,68.3215609756,68.6125853659,68.8736585366,69.0993170732,69.2879756098,69.4386341463,69.5537073171,69.6441463415,69.7204390244,69.7930731707,69.8755609756,69.977902439,70.1051463415,70.2614146341,70.4477804878,70.6633902439,70.9039268293,71.1594390244,71.421902439,71.6892682927,71.9602682927,72.2386585366,72.5257073171,72.8232926829,73.1264390244,73.4333170732,73.7366829268,74.0328536585,74.3185121951,74.5916829268,74.8532926829,75.4634146341,75.7707317073,75.712195122,76.3707317073,76.512195122,76.5195121951,76.8804878049,77.0170731707,77.7707317073,77.8731707317,77.8243902439,78.2016268293,78.5788609756,78.956097561,79.3333341463,79.7105682927,80.087804878,80.087804878,80.087804878
"Macao SAR, China",MAC,65.0418292683,65.5554390244,66.0570731707,66.5467317073,67.0239268293,67.4896585366,67.9424390244,68.3837804878,68.8141219512,69.2330243902,69.6424390244,70.0413902439,70.4308780488,70.8113902439,71.1824146341,71.5459756098,71.9010487805,72.2481463415,72.5867560976,72.9193902439,73.2440487805,73.5617073171,73.8723902439,74.1765853659,74.4732926829,74.7650243902,75.0507560976,75.3310243902,75.6058292683,75.8756341463,76.1404390244,76.4002682927,76.655097561,76.9054390244,77.1502682927,77.391097561,77.6284390244,77.8612926829,78.0901707317,78.3155609756,78.5369756098,78.7523902439,78.9612926829,79.1662195122,79.3686341463,79.5745853659,79.7915853659,80.0226829268,80.2673414634,80.5210487805
"Macedonia, FYR",MKD,60.721195122,61.3476341463,61.9580731707,62.5559512195,63.1442439024,63.7218292683,64.2841463415,64.8276829268,65.3479512195,65.847,66.3329268293,66.8173170732,67.304804878,67.7919756098,68.266902439,68.7046097561,69.0705609756,69.3457317073,69.5265365854,69.6209756098,69.6565853659,69.671902439,69.7059268293,69.7896341463,69.9329512195,70.1342439024,70.3758292683,70.629097561,70.8685609756,71.0867317073,71.2797804878,71.4514146341,71.6113414634,71.7686829268,71.9269512195,72.0875121951,72.250195122,72.4147560976,72.5796097561,72.7442195122,72.9102195122,73.0763170732,73.2426829268,73.4099756098,73.5771707317,73.7457073171,73.9169268293,74.0906097561,74.2671219512,74.4438780488
Madagascar,MDG,39.8808780488,40.2799756098,40.6787073171,41.0800243902,41.4828780488,41.8886585366,42.2947317073,42.6995609756,43.1021219512,43.5024390244,43.8996097561,44.2952682927,44.6895609756,45.0855853659,45.484902439,45.8969756098,46.3337560976,46.7951219512,47.2734878049,47.7558292683,48.2081219512,48.5883902439,48.8771707317,49.0729756098,49.1927804878,49.2735365854,49.3677073171,49.5282195122,49.7985853659,50.199804878,50.7423902439,51.4204146341,52.1973902439,53.0399268293,53.9310243902,54.8547317073,55.8030731707,56.7700487805,57.7461219512,58.7162926829,59.6745609756,60.6209268293,61.5513658537,62.4573170732,63.3207804878,64.1121707317,64.8014390244,65.3755609756,65.8355365854,66.1913658537
Malawi,MWI,37.7736341463,37.9981463415,38.2131707317,38.4202195122,38.6242926829,38.840902439,39.0900487805,39.3847073171,39.7298780488,40.1225609756,40.5492195122,40.9903902439,41.4235365854,41.8341707317,42.2147804878,42.5688292683,42.9088292683,43.2492439024,43.6011219512,43.9639268293,44.336195122,44.7113902439,45.0775609756,45.4247317073,45.7464390244,46.041195122,46.3110243902,46.5564390244,46.776,46.9612439024,47.0942682927,47.1501463415,47.1224146341,47.0175853659,46.8521707317,46.6426829268,46.4121463415,46.1964634146,46.0350243902,45.9636829268,46.0297317073,46.2764878049,46.7073170732,47.3086341463,48.062902439,48.9380487805,49.8891463415,50.8623170732,51.8047317073,52.6809512195
Malaysia,MYS,59.4188292683,59.9167560976,60.4054878049,60.8855609756,61.3559756098,61.8162926829,62.2650487805,62.7017804878,63.1270487805,63.5398536585,63.9407073171,64.3306341463,64.709097561,65.0780731707,65.4375853659,65.7871219512,66.128195122,66.459804878,66.7829512195,67.0966341463,67.4028536585,67.7011219512,67.9913902439,68.274195122,68.5505121951,68.8198536585,69.0827073171,69.3375853659,69.5864878049,69.8294146341,70.0653658537,70.2958292683,70.5208292683,70.7398536585,70.9538780488,71.1634390244,71.3685121951,71.569097561,71.7647073171,71.9563414634,72.1424878049,72.3211219512,72.4922682927,72.657902439,72.8215609756,72.9882926829,73.1666097561,73.3590487805,73.5681219512,73.790804878
Maldives,MDV,37.4779512195,37.9720731707,38.5128780488,39.1092439024,39.7611463415,40.462,41.1993414634,41.9546585366,42.7125121951,43.465902439,44.2064146341,44.9276097561,45.6390243902,46.3516585366,47.0744390244,47.8337804878,48.6560731707,49.554195122,50.5270487805,51.5615853659,52.6288292683,53.688902439,54.7048536585,55.6512195122,56.5183658537,57.3080731707,58.034,58.729,59.4245853659,60.1373414634,60.8846341463,61.6763414634,62.5114146341,63.3861219512,64.2990731707,65.2537317073,66.2518536585,67.2816097561,68.3257317073,69.3642195122,70.3741219512,71.3306829268,72.2180731707,73.0244146341,73.7431463415,74.3711463415,74.9126829268,75.3870243902,75.8110487805,76.1956585366
Mali,MLI,30.310804878,30.4661463415,30.6864634146,30.9827560976,31.3545609756,31.7974146341,32.297804878,32.8352682927,33.3882682927,33.9453170732,34.4959512195,35.0361219512,35.5683414634,36.0956341463,36.6154390244,37.126804878,37.6302195122,38.1276829268,38.6226829268,39.1152439024,39.6098292683,40.1114390244,40.6205609756,41.133195122,41.6433170732,42.1429268293,42.6170243902,43.058097561,43.4621463415,43.828195122,44.1622195122,44.4742682927,44.7753170732,45.0768780488,45.3839512195,45.6975121951,46.0130487805,46.3265365854,46.6339756098,46.9383902439,47.2432682927,47.5526585366,47.873097561,48.2075853659,48.5576341463,48.926195122,49.3112439024,49.7107560976,50.120195122,50.5360487805
Malta,MLT,67.6017804878,67.9027073171,68.2047804878,68.504902439,68.7999756098,69.0864634146,69.3663658537,69.6402195122,69.9115853659,70.1789512195,70.4433170732,70.7047073171,70.9626097561,71.2185121951,71.4709268293,71.7208536585,71.9687804878,72.213195122,72.4556097561,72.6950243902,72.9324390244,73.1668292683,73.3987560976,73.6286829268,73.8551219512,74.0805609756,74.3035121951,74.5244634146,74.742902439,74.9603414634,75.1757804878,75.390195122,75.8334146341,76.6024390244,76.9,77.143902439,77.2902439024,77.4365853659,77.1804878049,77.1487804878,78.2,78.4414634146,78.0926829268,78.3512195122,78.5536585366,79.5048780488,78.5487804878,79.443902439,79.4317073171,79.8951219512
Marshall Islands,MHL,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.1414634146,,,,,,,,,,,,67.5048780488,65.2390243902,,,,,,,,,
Mauritania,MRT,42.231902439,42.605902439,42.963902439,43.3129268293,43.6629268293,44.0384390244,44.4654390244,44.9609268293,45.5293902439,46.1673414634,46.8583170732,47.5782926829,48.296804878,48.9883658537,49.6409756098,50.2526341463,50.8308292683,51.3910487805,51.9422926829,52.4800487805,52.994804878,53.4715609756,53.8998292683,54.2725853659,54.5918536585,54.8636097561,55.1013658537,55.3196341463,55.5294146341,55.736195122,55.9369756098,56.1267317073,56.296,56.4392439024,56.5569756098,56.6527073171,56.7314634146,56.8007560976,56.8660731707,56.9314146341,56.9947804878,57.0501707317,57.0950487805,57.1329268293,57.1737560976,57.2310243902,57.326195122,57.4702682927,57.6682439024,57.9196341463
Mauritius,MUS,58.7538780488,59.7629268293,60.6444146341,61.3761707317,61.9525365854,62.3724634146,62.6484878049,62.820195122,62.9336097561,63.0216585366,63.119,63.2572195122,63.4482439024,63.6997317073,64.0200731707,64.4150487805,64.884097561,65.4028780488,65.9427804878,66.4832926829,66.9879756098,67.4235853659,67.7751707317,68.042,68.2298536585,68.3667317073,68.4949512195,68.653097561,68.864097561,69.1300731707,69.4048780488,69.956097561,70.0585365854,70.1073170732,70.1585365854,70.3258536585,70.3229268293,70.4048780488,70.6073170732,70.9609756098,71.6634146341,71.7658536585,71.9658536585,72.121300813,72.2767479675,72.432195122,72.432195122,72.5707317073,72.5707317073,72.8824390244
