direccion_completa,lat,long,estado,horas,nombre,fecha
"Cabello 3400, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.5813886","-58.4086653","hay-luz",\N,"Palermo","2013-12-27 22:16:12"
"Av Colombia, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.5758438","-58.4183502","hay-luz",\N,"Palermo","2013-12-27 22:16:14"
"Rivera Indarte, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6385078","-58.4565125","corte-amplio","6","Flores","2013-12-27 22:16:18"
"Av Segurola, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6169662","-58.5034523","hay-luz",\N,"Monte Castro","2013-12-27 22:16:20"
"Avelino Díaz, Ciudad Madero, Buenos Aires, Argentina","-34.7023277","-58.4743691","hay-luz",\N,"La Matanza","2013-12-27 22:16:29"
"Av Figueroa Alcorta, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.58103","-58.39737","hay-luz",\N,"Recoleta","2013-12-27 22:16:40"
"Av Casares, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.5740738","-58.4073181","hay-luz",\N,"Palermo","2013-12-27 22:16:57"
"Antonio Caggiano 3976, Udaondo, Buenos Aires, Argentina","-34.6269798","-58.7124604","hay-luz",\N,"Ituzaingó","2013-12-27 22:16:58"
"Fray Mamerto Esquiú 942, Lanús Este, Buenos Aires, Argentina","-34.707358","-58.371336","corte-amplio","24","Lanús","2013-12-27 22:16:58"
"Av Alvarez Thomas 2700, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.5750095","-58.4787202","hay-luz",\N,"Villa Urquiza","2013-12-27 22:17:09"
"Benito Juárez 3000, San Miguel, Buenos Aires, Argentina","-34.553364","-58.7471767","hay-luz",\N,"San Miguel","2013-12-27 22:17:09"
"Honduras, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.5888557","-58.4299317","hay-luz",\N,"Palermo","2013-12-27 22:17:12"
"Campos Salles 2200, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.5510526","-58.4638021","corte-amplio","2","Núñez","2013-12-27 22:17:13"
"Burela 2148, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.5799159","-58.4900965","hay-luz",\N,"Villa Urquiza","2013-12-27 22:17:15"
"Arroyo 900, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.5914721","-58.3801317","hay-luz",\N,"Retiro","2013-12-27 22:17:18"
"Rivadavia 2151, Benavídez, Buenos Aires, Argentina","-34.4122108","-58.6967392","hay-luz",\N,"Tigre","2013-12-27 22:17:23"
"José Mármol 500, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6192261","-58.4255859","hay-luz",\N,"Almagro","2013-12-27 22:17:32"
"El Lazo, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.5809937","-58.4098511","hay-luz",\N,"Palermo","2013-12-27 22:17:33"
"Bucarelli 2316, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.5761384","-58.4877433","hay-luz",\N,"Villa Urquiza","2013-12-27 22:17:35"
"Bolivia 4222, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.5877362","-58.4955971","hay-luz",\N,"Villa Pueyrredón","2013-12-27 22:17:38"
"Av Alvarez Thomas 1057, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.5787262","-58.4566568","hay-luz",\N,"Colegiales","2013-12-27 22:17:44"
"Jerónimo Salguero, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.5872158","-58.4133716","hay-luz",\N,"Palermo","2013-12-27 22:17:44"
"Benito Juárez 3150, San Miguel, Buenos Aires, Argentina","-34.553364","-58.7471767","hay-luz",\N,"San Miguel","2013-12-27 22:17:50"
"Yerbal, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6298485","-58.4717751","corte-amplio","10","Flores","2013-12-27 22:17:56"
"Juan José Castelli 6065, Carapachay, Buenos Aires, Argentina","-34.5282406","-58.5377672","hay-luz",\N,"Vicente López","2013-12-27 22:17:58"
"Cavia, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.5756721","-58.4056931","hay-luz",\N,"Palermo","2013-12-27 22:18:01"
"Arengreen 800, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6112016","-58.4436836","hay-luz",\N,"Caballito","2013-12-27 22:18:07"
"San Martín 900, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.5974343","-58.3742854","hay-luz",\N,"Retiro","2013-12-27 22:18:12"
"Juncal, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.5929298","-58.3971977","hay-luz",\N,"Recoleta","2013-12-27 22:18:17"
"Lavalle 110, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.601827","-58.3692372","hay-luz",\N,"San Nicolás","2013-12-27 22:18:26"
"Yerbal 4000, Lanús Oeste, Buenos Aires, Argentina","-34.6977703","-58.4229447","hay-luz",\N,"Lanús","2013-12-27 22:18:27"
"Av Alvarez Thomas 3001, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.5727208","-58.4816094","hay-luz",\N,"Villa Urquiza","2013-12-27 22:18:31"
"Vuelta de Obligado, Buenos Aires, Argentina","-34.5548477","-58.4613304","hay-luz",\N,"Belgrano","2013-12-27 22:18:35"
"Victor Martínez 1312, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6356207","-58.4402558","hay-luz",\N,"Parque Chacabuco","2013-12-27 22:18:38"
"Av de Los Incas 4000, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.5773018","-58.4671182","hay-luz",\N,"Villa Ortúzar","2013-12-27 22:18:39"
"Manuela Pedraza 2250, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.5505202","-58.4648765","hay-luz",\N,"Núñez","2013-12-27 22:18:45"
"Sanabria 4700, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.597154","-58.519651","hay-luz",\N,"Villa Devoto","2013-12-27 22:18:49"
"Luis Viale 2642, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6177293","-58.4717337","hay-luz",\N,"Villa Gral. Mitre","2013-12-27 22:18:50"
"El Tala, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6474609","-58.4665222","hay-luz",\N,"Parque Avellaneda","2013-12-27 22:18:50"
"Gral. Paz, Quilmes, Buenos Aires, Argentina","-34.7256489","-58.2483254","hay-luz",\N,"Quilmes","2013-12-27 22:18:54"
"García de Cossio 6900, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6497098","-58.5194439","corte-amplio","8","Liniers","2013-12-27 22:18:54"
"Gervasio de Posadas 28, Beccar, Buenos Aires, Argentina","-34.4616118","-58.5262661","hay-luz",\N,"San Isidro","2013-12-27 22:19:00"
"Hidalgo 1056, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6069589","-58.4416164","hay-luz",\N,"Caballito","2013-12-27 22:19:16"
"Zapiola 3270, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.5553714","-58.4721761","hay-luz",\N,"Coghlan","2013-12-27 22:19:23"
"San Blas 5109, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6283815","-58.5063841","hay-luz",\N,"Villa Luro","2013-12-27 22:19:24"
"Cmte. Rosales, Olivos, Buenos Aires, Argentina","-34.5060558","-58.4823056","hay-luz",\N,"Vicente López","2013-12-27 22:19:25"
"Lugones 3992, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.5565947","-58.4913783","corte-cuadra","5","Saavedra","2013-12-27 22:19:27"
"Cabello 3400, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.5813886","-58.4086653","hay-luz",\N,"Palermo","2013-12-27 22:19:31"
"Gral. Napoleón Uriburu, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.685894","-58.4652367","hay-luz",\N,"Villa Lugano","2013-12-27 22:19:36"
"Leopoldo Marechal 1344, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6031999","-58.4409757","corte-cuadra","24","Villa Crespo","2013-12-27 22:19:39"
"Juan Esnaola 669, San Isidro, Buenos Aires, Argentina","-34.4834956","-58.5460817","hay-luz",\N,"San Isidro","2013-12-27 22:19:39"
"Luis María Drago, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6014214","-58.4373016","hay-luz",\N,"Villa Crespo","2013-12-27 22:19:42"
"Burela 2337, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.5781145","-58.4915338","corte-cuadra","10","Villa Urquiza","2013-12-27 22:19:46"
"Pedernera 485, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6347064","-58.4618411","hay-luz",\N,"Flores","2013-12-27 22:19:50"
"Gregorio de Laferrere, Buenos Aires, Argentina","-34.7497482","-58.5845909","hay-luz",\N,"La Matanza","2013-12-27 22:19:53"
"Fragata Pres. Sarmiento 1568, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6068941","-58.4583443","corte-amplio","8","Caballito","2013-12-27 22:19:57"
"Calle 307 Bis, Quilmes Oeste, Buenos Aires, Argentina","-34.738678","-58.3023568","hay-luz",\N,"Quilmes","2013-12-27 22:20:00"
"Thames 2270, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.5833042","-58.4243851","hay-luz",\N,"Palermo","2013-12-27 22:20:04"
"Echeverría 4800, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.576798","-58.4783042","hay-luz",\N,"Villa Urquiza","2013-12-27 22:20:09"
"Bauness 2740, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.5724183","-58.4897932","hay-luz",\N,"Villa Urquiza","2013-12-27 22:20:15"
"Agüero 1145, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.5963636","-58.4099458","corte-cuadra","13","Recoleta","2013-12-27 22:20:18"
"Blanco Encalada, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.5646591","-58.4682846","hay-luz",\N,"Belgrano","2013-12-27 22:20:21"
"N. Silva 173, Llavallol, Buenos Aires, Argentina","-34.8051648","-58.4079723","hay-luz",\N,"Lomas de Zamora","2013-12-27 22:20:24"
"República de la India, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.5783081","-58.4148064","hay-luz",\N,"Palermo","2013-12-27 22:20:33"
"Montiel 1100, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6514065","-58.5256052","hay-luz",\N,"Liniers","2013-12-27 22:20:34"
"Av Brasil 2479, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6310001","-58.3988817","hay-luz",\N,"Parque Patricios","2013-12-27 22:20:39"
"Castex, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.5778097","-58.4060301","hay-luz",\N,"Palermo","2013-12-27 22:20:54"
"Aráoz 2060, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.5886321","-58.419768","hay-luz",\N,"Palermo","2013-12-27 22:20:57"
"Rivadavia, Monte Grande, Buenos Aires, Argentina","-34.8282585","-58.4519539","corte-amplio","29","Esteban Echeverría","2013-12-27 22:20:59"
"Esmeralda, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.5998726","-58.3782501","hay-luz",\N,"San Nicolás","2013-12-27 22:21:01"
"Salta 555, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6149235","-58.3831295","hay-luz",\N,"Monserrat","2013-12-27 22:21:04"
"Gelly, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.5761337","-58.4061089","hay-luz",\N,"Palermo","2013-12-27 22:21:06"
"3 de Febrero 969, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.5695191","-58.4426115","hay-luz",\N,"Palermo","2013-12-27 22:21:13"
"Lynch 3800, Parque Patricios, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6529021","-58.4139042","corte-amplio","3","Nueva Pompeya","2013-12-27 22:21:15"
"La Pampa 781, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.5547851","-58.4372667","hay-luz",\N,"Belgrano","2013-12-27 22:21:16"
"Humberto Primo, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6215553","-58.3915634","hay-luz",\N,"San Cristóbal","2013-12-27 22:21:19"
"San Martín de Tours, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.5776215","-58.4034386","hay-luz",\N,"Palermo","2013-12-27 22:21:23"
"Camacuá 134, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6292194","-58.4579815","hay-luz",\N,"Flores","2013-12-27 22:21:27"
"República de la India, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.5783081","-58.4148064","hay-luz",\N,"Palermo","2013-12-27 22:21:50"
"Gorriti 3685, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.5955239","-58.4165144","hay-luz",\N,"Palermo","2013-12-27 22:21:57"
"José Antonio Cabrera, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.5927773","-58.4283028","corte-cuadra","4","Palermo","2013-12-27 22:22:02"
"Andrés Vallejos 2339, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.5838715","-58.4944398","corte-cuadra","1","Villa Pueyrredón","2013-12-27 22:22:06"
"San José de Calasanz, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.626297","-58.4376907","hay-luz",\N,"Caballito","2013-12-27 22:22:10"
"Jorge de Kay, Adrogué, Buenos Aires, Argentina","-34.8062058","-58.4020138","hay-luz",\N,"Almirante Brown","2013-12-27 22:22:18"
"Aráoz 2054, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.5886648","-58.4198254","hay-luz",\N,"Palermo","2013-12-27 22:22:22"
"Fragata Pres. Sarmiento 1568, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6068941","-58.4583443","corte-cuadra","7","Caballito","2013-12-27 22:22:26"
"Av Rivadavia 5200, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6194418","-58.4389927","hay-luz",\N,"Caballito","2013-12-27 22:22:28"
"Av Raúl Scalabrini Ortiz, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.5897446","-58.4232063","hay-luz",\N,"Palermo","2013-12-27 22:22:37"
"Iberá 3200, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.5575182","-58.4717978","hay-luz",\N,"Coghlan","2013-12-27 22:22:40"
"Alegría, Haedo, Buenos Aires, Argentina","-34.6572762","-58.5959339","corte-amplio","1","Morón","2013-12-27 22:22:40"
"Palpa 3019, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.575237","-58.4505846","hay-luz",\N,"Colegiales","2013-12-27 22:22:42"
"José Ingenieros, Buenos Aires, Argentina","-34.6171624","-58.5357209","hay-luz",\N,"Tres de Febrero","2013-12-27 22:22:43"
"Juncal, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.5929298","-58.3971977","hay-luz",\N,"Recoleta","2013-12-27 22:23:02"
"Av de Los Incas, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.5793457","-58.4708634","hay-luz",\N,"Villa Ortúzar","2013-12-27 22:23:13"
"Pasco 1400, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6255726","-58.3957166","corte-cuadra","8","San Cristóbal","2013-12-27 22:23:27"
"Cjal. Daniel García, Morón, Buenos Aires, Argentina","-34.6459961","-58.6131249","hay-luz",\N,"Morón","2013-12-27 22:23:28"
"Gascón 1000, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.5991209","-58.4236038","hay-luz",\N,"Almagro","2013-12-27 22:23:41"
"Manuel Ugarte, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.5576782","-58.4646225","corte-cuadra","1","Belgrano","2013-12-27 22:23:42"
"Caseros, Buenos Aires, Argentina","-34.6094827","-58.5634631","corte-cuadra","2","Tres de Febrero","2013-12-27 22:23:44"
"Vicente López 2180, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.5880588","-58.3950756","hay-luz",\N,"Recoleta","2013-12-27 22:23:48"
"San Martín 750, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.5992199","-58.3741634","hay-luz",\N,"San Nicolás","2013-12-27 22:23:49"
"Av Cnel. Ramón L. Falcon 4350, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6367637","-58.4881591","corte-amplio","48","Vélez Sársfield","2013-12-27 22:23:50"
"Angel Pacheco, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.570816","-58.4860687","hay-luz",\N,"Villa Urquiza","2013-12-27 22:23:51"
"Alfonsina Storni 681, Quilmes, Buenos Aires, Argentina","-34.7314051","-58.2366149","hay-luz",\N,"Quilmes","2013-12-27 22:23:54"
"Av de Los Incas, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.5793457","-58.4708634","hay-luz",\N,"Villa Ortúzar","2013-12-27 22:23:57"
"Melián, Martín Coronado, Buenos Aires, Argentina","-34.5867996","-58.6009941","hay-luz",\N,"Tres de Febrero","2013-12-27 22:24:04"
"Viamonte 1200, Banfield, Buenos Aires, Argentina","-34.7477244","-58.3895164","hay-luz",\N,"Lomas de Zamora","2013-12-27 22:24:09"
"Lavalleja 1300, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.5948618","-58.4253722","hay-luz",\N,"Palermo","2013-12-27 22:24:14"
"Sadi Carnot, Villa Dominico, Buenos Aires, Argentina","-34.6934204","-58.3202629","corte-amplio","18","Avellaneda","2013-12-27 22:24:15"
"Sarmiento 4371, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6042276","-58.4268924","hay-luz",\N,"Almagro","2013-12-27 22:24:17"
"Av Corrientes 3850, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6034062","-58.4187473","hay-luz",\N,"Almagro","2013-12-27 22:24:43"
"Juan B. Justo 1005, Florida, Buenos Aires, Argentina","-34.5338159","-58.4916151","hay-luz",\N,"Vicente López","2013-12-27 22:24:59"
"Ibáñez, Beccar, Buenos Aires, Argentina","-34.4591751","-58.5244065","hay-luz",\N,"San Isidro","2013-12-27 22:25:00"
"Av Riestra 1470, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6450637","-58.4299885","hay-luz",\N,"Nueva Pompeya","2013-12-27 22:25:20"
"Sanabria 3287, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6065109","-58.5103892","corte-cuadra","28","Villa Devoto","2013-12-27 22:25:22"
"Loyola, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.5934982","-58.4378204","corte-amplio","32","Villa Crespo","2013-12-27 22:25:25"
"Güemes 4800, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.58037","-58.4253387","hay-luz",\N,"Palermo","2013-12-27 22:25:39"
"Bogotá 942, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6180917","-58.4446679","corte-amplio","30","Caballito","2013-12-27 22:25:40"
"Ortega y Gasset, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.5699997","-58.4324074","corte-cuadra","3","Palermo","2013-12-27 22:25:50"
"Paraguay 3013, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.5955584","-58.4097915","corte-amplio","2","Recoleta","2013-12-27 22:25:56"
"Av Coronel Díaz 2277, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.5858426","-58.4077878","hay-luz",\N,"Recoleta","2013-12-27 22:25:56"
"Conesa 4550, Buenos Aires, Argentina","-34.5443372","-58.4779169","hay-luz",\N,"Saavedra","2013-12-27 22:26:08"
"Eva Perón, Lanús Este, Buenos Aires, Argentina","-34.7125816","-58.3750801","hay-luz",\N,"Lanús","2013-12-27 22:26:22"
"Mendoza 5375, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.5787984","-58.4866242","hay-luz",\N,"Villa Urquiza","2013-12-27 22:26:27"
"Cochico 735, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6298182","-58.5261071","hay-luz",\N,"Versalles","2013-12-27 22:26:30"
"Av Alvarez Jonte, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6150322","-58.4968262","hay-luz",\N,"Monte Castro","2013-12-27 22:26:37"
"Olleros 2611, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.5723244","-58.4449729","hay-luz",\N,"Colegiales","2013-12-27 22:26:41"
"Mataderos - Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6666667","-58.5","corte-amplio","36","Mataderos","2013-12-27 22:26:53"
"Agente Rufino Edelmiro Syerra 629, Quilmes, Buenos Aires, Argentina","-34.7141725","-58.2414875","hay-luz",\N,"Quilmes","2013-12-27 22:26:54"
"Av Díaz Vélez, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6087151","-58.4291916","hay-luz",\N,"Almagro","2013-12-27 22:26:56"
"Amambay, Isidro Casanova, Buenos Aires, Argentina","-34.7301598","-58.5665283","hay-luz",\N,"La Matanza","2013-12-27 22:27:09"
"Lavalle 2001, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6032372","-58.3954162","corte-amplio","120","Balvanera","2013-12-27 22:27:09"
"Av Crisólogo Larralde 2400, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.5489235","-58.4681723","hay-luz",\N,"Núñez","2013-12-27 22:27:11"
"Cochico 823, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6286077","-58.5264763","corte-amplio","48","Versalles","2013-12-27 22:27:16"
"Tucumán 1934, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6021143","-58.3945795","corte-amplio","120","Balvanera","2013-12-27 22:27:25"
"Av Crisólogo Larralde 4225, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.5578077","-58.4846637","hay-luz",\N,"Saavedra","2013-12-27 22:27:25"
"Av Corrientes 3978, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6032122","-58.4206339","hay-luz",\N,"Almagro","2013-12-27 22:27:28"
"Valle 62, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6237327","-58.4283615","corte-amplio","125","Caballito","2013-12-27 22:27:35"
"Estados Unidos 1682, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6189764","-58.3900126","hay-luz",\N,"Constitución","2013-12-27 22:27:39"
"Acevedo 181, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.599967","-58.4429841","hay-luz",\N,"Villa Crespo","2013-12-27 22:27:39"
"Plaza 1600, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.5768866","-58.4689237","hay-luz",\N,"Villa Ortúzar","2013-12-27 22:27:40"
"Libertad 2848, Florida, Buenos Aires, Argentina","-34.5302233","-58.5012095","hay-luz",\N,"Vicente López","2013-12-27 22:27:42"
"México 1100, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6153137","-58.3815971","hay-luz",\N,"Monserrat","2013-12-27 22:27:43"
"Mario Bravo 1007, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.5977827","-58.4159501","hay-luz",\N,"Recoleta","2013-12-27 22:27:47"
"Mataderos - Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6666667","-58.5","corte-cuadra","168","Mataderos","2013-12-27 22:27:47"
"Salguero, El Libertador, Buenos Aires, Argentina","-34.5568504","-58.6144104","hay-luz",\N,"Tres de Febrero","2013-12-27 22:27:49"
"Bolívar 500, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6137151","-58.3732428","hay-luz",\N,"Monserrat","2013-12-27 22:27:59"
"Av Corrientes 1853, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6044498","-58.3930333","corte-amplio","120","Balvanera","2013-12-27 22:28:01"
"Arengreen 836, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6114175","-58.4442622","hay-luz",\N,"Caballito","2013-12-27 22:28:03"
"Paraná 1145, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.5952791","-58.3884523","hay-luz",\N,"Recoleta","2013-12-27 22:28:03"
"Av Federico Lacroze 1900, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.5653527","-58.4403558","hay-luz",\N,"Palermo","2013-12-27 22:28:16"
"Cachimayo 995, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6319024","-58.439681","corte-amplio","2","Parque Chacabuco","2013-12-27 22:28:16"
"Viamonte 2013, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6009035","-58.3958531","corte-amplio","120","Balvanera","2013-12-27 22:28:19"
"Yatay, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6059532","-58.4290733","hay-luz",\N,"Almagro","2013-12-27 22:28:20"
"Cnel. Dorrego 1793, Olivos, Buenos Aires, Argentina","-34.5110177","-58.4957037","hay-luz",\N,"Vicente López","2013-12-27 22:28:23"
"Espinosa 2169, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6021409","-58.4620603","corte-amplio","14","Paternal","2013-12-27 22:28:24"
"Av Monroe 5372, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.5761481","-58.4895102","corte-amplio","14","Villa Urquiza","2013-12-27 22:28:30"
"Av la Plata 2400, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6425874","-58.4228641","corte-cuadra","12","Nueva Pompeya","2013-12-27 22:28:31"
"Mendoza 5100, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.5772314","-58.483801","hay-luz",\N,"Villa Urquiza","2013-12-27 22:28:31"
"Cjal. Luis Alberto Settino, Rafael Castillo, Buenos Aires, Argentina","-34.6931667","-58.615433","hay-luz",\N,"La Matanza","2013-12-27 22:28:50"
"Junín 554, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6026957","-58.3969847","corte-amplio","120","Balvanera","2013-12-27 22:28:52"
"Catulo Castillo 2951, Parque Patricios, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6345425","-58.4051022","hay-luz",\N,"Parque Patricios","2013-12-27 22:28:54"
"Av Crisólogo Larralde 2100, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.5474674","-58.4651811","hay-luz",\N,"Núñez","2013-12-27 22:28:57"
"Plátanos, Buenos Aires, Argentina","-34.7822343","-58.1687676","hay-luz",\N,"Berazategui","2013-12-27 22:29:01"
"Andalgalá 4075, Isidro Casanova, Buenos Aires, Argentina","-34.7157307","-58.5870846","hay-luz",\N,"La Matanza","2013-12-27 22:29:18"
"Av Juan de Garay, Buenos Aires, Ciudad Autónoma de Buenos Aires, Argentina","-34.6316437","-58.4181094","hay-luz",\N,"Boedo","2013-12-27 22:29:18"
"65 Independencia 5129, Villa Ballester, Buenos Aires, Argentina","-34.5480182","-58.5579001","corte-cuadra","22","General San Martín","2013-12-27 22:29:19"
